Phone Brand,Phone specification,Old Price,New Price,Rating
Huawei,"P40 Lite 6.4-Inch (6GB RAM + 128GB ROM) Android 10, (48MP + 8MP + 2MP + 2MP) + 16MP Dual SIM - Crush Green",,115000,
Generic,N5 Pro Large Screen 6.3 Inch Water Drop Smartphone 1+16G Memory,62700,31350,
Samsung,"Galaxy S8 (64GB ROM / 4GB RAM), 5.8- Inches Android 7.0 Nougat, 12MP + 8MP Smartphone  Dual Sim- Midnight Black",,110000,
XIAOMI,"(Mi)Redmi 6A 5.45-Inch (2GB,16GB ROM) 13MP+5MP Dual SIM 4G AI Face Unlock Smartphone-Grey",69999,34500,
Huawei,"Y5 Prime 2018 FullView Display (2GB, 16GB ROM) Smartphone",,38000,
Blackview,"A80 Plus, 4GB+64GB, 6.49 Inch Android 10, 4680mAh Battery Smartphone - Red",84200,59000,
Huawei,"Y9a - 6.63"" (8GB RAM,128GB ROM) - 64/8/2/2MP Quad Camera +16MP Motorized Selfie . 4300mAh - 4G - Space Silver",219999,189999,
Tecno,"POP 5 (BD2) 6.1"" HD+ Display, 1GB RAM + 16GB ROM, 4000mAh, Android 10, 5MP + 5MP Camera, Fingerprint & Face ID - Black",55000,45000,
Samsung,Galaxy S20 Ultra 6.9-Inch (12GB 128GB ROM) Android 10.0 (108MP + 48MP + 12MP + 0.3MP)+(40MP) Dual SIM 5G - Cosmic Black,540000,413000,
Apple,"IPhone 8 4.7-Inch Fingerprint Sensor HD (2GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Gold",398900,195000,
Samsung,"Galaxy Fold 7.3-Inch AMOLED (12GB,512GB ROM)Android 9.0 Pie, (16MP+12MP+12MP)+(10MP+8MP) 5G Smartphone - Space Silver",,600000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) SINGLE SIM 4G Smartphone WHITE",,252000,
Itel,"A56 Pro 5.99"" Screen, Android 9, 32GB ROM + 2GB RAM, 8MP+5MP Camera, 4000mAh, Fingerprint & Face ID - Gradation Blue",,47000,
Blackview,Smartphone BV6300 Pro Android 10 Helio P70 6GB+128GB 11.6mm Slim Body 16MP Quad Camera Wireless Charge IP68 5.7'' HD+,139230,90500,
Samsung,GALAXY S8 4+64GB Dual Sim Android 7.0 Octa Core 2.35GHz 5.8 Inch WQHD 8.0+12.0MP - Gray,129999,123500,
Nokia,"1.3, 5.71"" HD+ 1GB RAM 16GB ROM Android 10 8MP + 5MP Dual SIM - Charcoal",,37500,
Samsung,Galaxy S10 5.8'' (8GB+128GB) Android  -Black,454300,222600,
Itel,"P36, Android Pie(Go Edition), ,6.5HD Waterdrop, 8.0MP+8.0MP Al Dual Rear,16GB+1GB, 5000mAh DEEP BLUE",45000,38500,
Htc,"U11 5.5"" 4GB RAM 64GB 4G LTE Fingerprint Android Phone - Black",85900,75900,4.5
Generic,LOKMAT MK28 1.14'' IPS Color Screen Waterproof Smart Watch Stopwatch Fitness Sports Bracelet,24811,12400,
Samsung,"Galaxy A02, 6.5-Inch (3GB RAM, 64GB ROM) Android 10, (13MP + 2MP) + 5MP  4G, Dual SIM - Red",60000,59000,
Tecno,"POP 5 (BD2) 6.1"" HD+ Display, 1GB RAM + 16GB ROM, 4000mAh, Android 10, 5MP + 5MP Camera, Fingerprint & Face ID - Black",45000,36699,
LG,"G7 ThinQ 4+64GB LTE Mobile Phone 6.1"" 16MP Cellphone - Red",99900,76990,
Infinix,"Smart HD 2021 (X612) 6.1"" HD+, 2GB RAM + 32GB ROM, 5000mAh, Android 10, 8MP Selfie + 8MP Camera,  Obsidian Black",50000,45000,
Samsung,"Galaxy Tab A7 Lite 8.0"" (2021, WiFi + Cellular) Android 11 (32GB+3GB RAM) 5100mAh Battery, 4G LTE ,- Grey",99000,90000,
Tecno,"POP4 Air (BC1) 6.52"" Screen, 1GB RAM + 16GB ROM, 5000mAh Battery, Android 10, 5MP + 5MP Camera, Fingerprint - Blue",42000,37500,1.0
Itel,"A35, Android 10, 5.0 HD, 5.0MP Rear+2.0mp Front Camera, 16GB ROM+1GB RAM, 3020mAh, Green",35000,23350,
Tecno,"Spark7(KF6i),Octa Core, 6.5""HD+Dot Notch Screen, 64GBROM,3GB RAM, 8MP Front,16MP, 5000mAh Magnet Black",,59000,
Generic,Solar-energy  LED Light Outdoor Night Light Rainproof,4816,2408,
Ulefone,"Armor X3 Rugged Phone, 2GB+32GB, 5.5 Inch Android 9.0, 5000mAh Battery, 3G Smartphone - Black",68400,47900,
Generic,Jump Skipping Ropes Cable Adjustable Sponge Handle Jump,4526,2263,
Blackview,"A80 Smartphone, Android 10.0 System, HD Camera, 2/16G Memory, Dual SIM, 4200Mah Battery- Dreamy Blue",61540,40000,
Samsung,Galaxy Note 10 Plus - Single Sim - 12gb Ram - 256gb Rom Pouch & Screen Guide & Free Small Torchlight Phone,,530000,
Itel,"S16 Pro, 6.6 HD+ Dot-Notch Full Screen, Android 10,8MP Al Triple Rear Camera,32GB RAM, 2GB RAM, 4000mAh, Gradation Green",56000,43999,
Huawei,"P30 Lite 6.15-Inch (6GB RAM + 256GB ROM) Android 9.0,48MP + 8MP + 2MP, Dual SIM - Peacock Blue",,150000,
Nokia,"Lumia 820 Smartphone 8MP GPS GSM 4.3"" Capacitive Touchscreen Bluetooth Wi-Fi EMS Mobile Phone(Yellow)",30500,18900,
Gionee,S10 Lite 5.2 Inch 4GB RAM 32GB ROM 16MP+13MP Android 7.1 Hybrid Dual SIM 4G LTE Smartphone 3100mA-Black,38900,33590,
XIAOMI,"Mi Redmi 3s-Black, 2+16G, 5.0 Inch Screen, Dual Sim Card",,48990,
Vivo,"V20, 6.44-Inch, 8GB RAM 256GB ROM Android 11 (64MP + 8MP + 2MP) + 44MP DS - Midnight Jazz",,166000,
Huawei,"P10 Plus  6GB RAM 64GB ROM 5.5"" 2K 2560x1440  4G LTE Mobile Phone -Blue",180000,110000,
XIAOMI,"Mi 10T 5G, 6.67-Inch 8GB RAM, 128GB ROM Android 10 (64MP + 13MP + 5MP ) + 20MP Dual SIM - Lunar Silver",,230000,
Itel,"P36 6.5"" HD+ Screen, 1GB RAM + 16GB ROM, Android 9 Pie, 5000mAh Battery, 8MP + 8MP Camera, -Gradiation Blue",38000,37950,
Itel,"A35, 5.0""HD Brighter Screen, Android 10, Face Unlock, Rear 5 0MP,  Front 2.0MP Camera, 16GB ROM, 1GB RAM, 3020mAh, Black",26500,23399,
XIAOMI,Global Version Mi Black Shark 2 Gaming Phone 6GB 128GB,816552,408276,
Tecno,"POP4 AIR(BC1)-6.52"" DOT NOTCH SCREEN-16GB ROM/1GB RAM-5MP/5MP-FINGERPRINT-5000MAH-ANDROID TM 10",,38900,
XIAOMI,"Redmi Note 10, 4GB+128GB, 6.43 Inch, Network: 4G, Dual SIM - Onyx Gray",197299,131510,
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8-Inch (12GB RAM, 256GB ROM), (12MP + 16MP) SINGLE SIM 4,300 MAh Smartphone - Aura Glow",,320000,
Oukitel,C17 Pro Mobile Phone 6.35inch 19:9 Android 9.0,180316,90158,
Tecno,"Spark Go (KE5) 6.52"" HD+, 2GB RAM + 32GB ROM, 13MP Dual Camera, Android 10, 4G, 5000mAh, Fingerprint & Face ID - Black",52000,45690,
XIAOMI,"Redmi 9C, 6.53-inch (3GB RAM, 64GB ROM) Android 10 - 13MP/2MP/2MP + 5MP Selfie - 4G - Dual SIM - 5000mAh",,73702,
Samsung,"GALAXY S21, 256GB ROM, 8GB RAM, 5G, DUAL-SIM - PHANTOM  VIOLET",,410000,
Huawei,"Mate 40 Pro 6.76-Inch (8GB RAM + 256GB ROM) Android 10, (50MP + 12MP + 20MP) + 13MP, 5G Dual SIM - Mystic Silver",,530000,
AGM,"M5 Rugged Phone, 1GB+8GB 2500mAh Battery, 2.8 Inch Android 8.1 Smartphone - Black",69030,47300,
Letv,Leeco Le 1S X501 4G LTE Helio X10 Octa Core 3GB+16/32GB Fingerprint Mobile Phone - Silver,,,
Apple,"IPhone 6Plus 5.5-Inch  Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Gold",199976,109000,
Itel,"PrimeTab 1 (W7002) 7.0"" Big Screen, 32GB ROM + 1GB RAM, Dual SIM, 4000mAh, Android 10, OTG, WIFI, - Deep Blue",40000,37999,
Sony,"Xperia XZ Premium Mobile Phone 5.5"" 4G+64G Octa Core 3230mAh Fingerprint Dual SIM Andorid Phone NFC(Silver)",171000,159000,5.0
Lenovo,S5 K520 Face ID Smartphone 5.7inch FHD+ 18:9 3G RAM,316366,158183,
Tecno,POP2 Plus (BA2) Android SmartPhone - 6 Inches Screen Display Wide - 1GB RAM - 16GB Internal Storage - Battery 5000mAh,50000,45000,
Blackview,BL6000 Pro 5G Rugged Phone 8GB+256GB 5280mAh Battery 6.36 Inch Android 10.0 OTG NFC 5G Smartphone - Tarnish,371140,243380,
Vivo,"V21e, 6.44-Inch, 8GB RAM 128GB ROM Android 11 (64MP + 8MP + 2MP) + 44MP Dual SIM - Roman Black",,136000,
Doogee,S95 Pro Rugged Phone 48MP Camera 8GB+128GB MIL-STD-810G 6.3 Inch Android 9.0 Pie 4G Smartphone - Black,275390,169780,
XIAOMI,"Redmi 9 64GB ROM 4GB RAM 6.53"" 5020 MAh Dual SIM - Purple",,150900,
LG,G6 Quad Core 5.7 Inches 4GB RAM 32GB ROM Dual Rear Camera 13.0MP LTE 4G Mobile Phone -white,66999,48999,
Samsung,"Galaxy S21+ Dual SIM, 256GB 8GB RAM 12/12/64 MP Rear Camera, 5G, S-Pen Compatible, Phantom Black",550000,499990,3.0
Tecno,"POP4 Pro (BC3) 6.52"" Screen, 16GB ROM + 1GB RAM, 5000mAh, 4G, Android 10, 8MP Dual Camera, Fingerprint+ Face ID - Black",45000,42000,
Oukitel,C12 Pro Mobile Phone Face ID 6.18inch 19:9 Display,121382,60691,
Nokia,3.1 Smartphone  Android 5.2'' 2+16GB Mobile Phone-Black,50000,39200,
Generic,WS-858 Portable Wireless Karaoke Microphone Handheld,13625,5450,
Oneplus,"7T Pro 5G McLaren - 6.67"" - (12GB RAM, 256GB ROM) - (48MP+8MP+16MP) +16MP - Dual SIM - Papaya Orange",,365000,
Samsung,"Galaxy S10 Plus (S10+) 6.4'' AMOLED (8GB, 512GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Smartphone-Black",400000,379290,
Infinix,"Hot 10T (X689C) 6.82"" HD+, 4GB RAM + 64GB ROM, 48MP Triple Rear Camera, 5000mAh, Android 11 - Heart Of Ocean",75000,68500,
XIAOMI,Global Version Mi Redmi 6 4G Mobile Phone 4GB RAM 64GB,225986,112993,
Oneplus,"Nord  N100 4G, 4GB RAM 64GB ROM Android 10 - Midnight Frost",,90000,
Huawei,"P30 Lite 6.15-Inch (6GB RAM + 256GB ROM) Android 9.0,48MP + 8MP + 2MP, Dual SIM - Peacock Blue",,150000,
Apple,"IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 64GB ROM)IOS 1.2 8MP+7MP Smartphone–Grey",199976,79990,
LG,"G7 ThinQ 6.1"" 4GB + 64GB LTE Fingerprint Smart Phone -Raspberry Red",99900,76900,
Samsung,"Galaxy Note 9 6.4"" (6GB RAM, 128GB ROM), Android 8.1 Oreo, 12MP + 12MP Dual SIM - Purple + Free Pouch",300000,195000,
Sony,"Xperia XZ2 Dual SIM RAM 6GB ROM 64GB LTE 5.7"" Android Cellphone Octa Core Fingerprint Smartphone(Silver)",214000,132000,5.0
Samsung,"Galaxy Note 10 Plus (Note 10+) 6.8'' (12GB RAM, 256GB ROM),(12MP + 16MP) Nano SIM 4300 MAh Smart - White",380000,295000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB,128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP  Smartphone",,235000,3.0
Samsung,"Galaxy Note 9 6.4-Inch (6GB RAM, 128GB ROM) Android 8.1 (12MP + 12MP)Singlel SIM LTE - Ocean Blue + Bluetooth Earpiece",,175000,
Samsung,Galaxy S7 4GB 32GB 5.1Inch 12MP Fingerprint Sensor—Gold,150000,70000,
AGM,"M5 Rugged Phone, 1GB+8GB 2500mAh Battery, 2.8 Inch Android 8.1 Smartphone - Black",69110,42980,
Poco,M3 Dual SIM - 4GB RAM - 128GB - 4G LTE - Cool Blue,,119999,
Itel,"A56 Pro,  5.99"" IPS Screen, Android 9 Pie, 32GB RAM + 2GB , 8MP + 5MP, 4000mAh, Fingerprint & Face ID - GRADATION BLUE",40000,36999,
Itel,"P37, Android 10(Go Edition), 6.5HD+, Al Dual Rear, 8.0MP Main Camera, 32GB ROM, 2GB RAM, 5000mAh, Gradation Purple",45000,40700,
Apple,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD- Gold,189000,129700,
yeamuds,6.8〞HD Smartphone 8GB RAM + 128GB ROM 10 Core With Fingerprint  -White,120680,70579,
Apple,Iphone 12 Pro 128GB - Graphite,,568000,
XIAOMI,Poco X3 NFC 128GB (6GB Ram) Blue Mobie Phone,189976,172705,
Tecno,"POP 4 6."" Screen,dual Sim 32GB ROM + 2GB RAM, 5000mAh, - DAWN BLUE",50000,43200,
XIAOMI,Redmi 9C 64GB (3GB Ram) Sunrise Orange English Box,108818,98926,
Samsung,Galaxy A2 Core Android SmartPhone - 5 Inches Screen Display Wide - 1GB RAM 16GB Internal Storage - Dual Sim - Blue,,65750,
Samsung,"Galaxy Note 10 (8gb+ 256GB) 6.3'',12MP 2x Zoom, 16MP Ultra Wide Rear+10MP Selfie Camera With Dual Pixel,3500mAh - White",300000,265000,
Tecno,"POP 5 (BD2p) 6.1"" HD+ Display, 2GB RAM + 32GB ROM, 4000mAh, Android 10, 5MP + 5MP Camera, Fingerprint & Face ID - Blue",,45000,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) SINGLE SIM 4G Smartphone - Black.",,260000,
Samsung,Galaxy S10+ 8+512GB Dual Sim Android 9.0 Octa Core 2.8GHz 6.4 Inch Quad HD+ Tri-lens Camera - Cermic Black,329999,300512,
Samsung,"Galaxy S20 Plus 6.7-Inch (8GB, 128GB ROM) Android 10.0 (64MP + 12MP + 12MP + 0.3MP)+(10MP) Dual SIM 4G - Cosmic Black",,360000,
Oneplus,"Nord  N10 5G, 6.49-Inch 6GB RAM 128GB ROM Android 10 (64MP + 8MP + 2MP + 2MP) + 16MP - Midnight Ice",160000,155000,
Tecno,"POP 2f ,  Android 8.1 , 16GB Rom + 1GB Ram, 8MP Front Camera With 5MP Rear Camera , Battery 2400mAH,  MID-NIGHT BLACK",30000,29199,2.7
Apple,"IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Grey",480500,320100,
Samsung,"Galaxy Note 9 6.4-Inch (6GB RAM, 128GB ROM) Android 8.1 (12MP + 12MP) Dual SIM LTE - Ocean Blue",,170000,
Tecno,"Pop2f (B1g), 5.5 Inch Screen, 8MP Front+5MP Rear Camera, 16GB ROM,1GB RAM, 2400mAh- Champagne Gold",34000,29199,
Doogee,"X95, 2GB+16GB, 6.52 Inch Android 10, Triple Back Cameras, 4G Smartphone - Green",52071,36450,
Doogee,S95 Pro Rugged Phone 48MP Camera 8GB+128GB MIL-STD-810G 6.3 Inch Android 9.0 Pie 4G Smartphone - Black,269199,192255,
Samsung,"Galaxy Fold 7.3-Inch AMOLED (12GB,128GB ROM)Android 9.0 Pie, (16MP+12MP+12MP)+(10MP+8MP) 4G Smartphone - Space Silver",,690000,
Samsung,"Galaxy S9 Plus (S9+) 6.2-Inch QHD (6GB,64GB ROM Android 8.0 Oreo, 12MP + 8MP Single SIM 4G Smartphone - Black",,140000,
Samsung,"Galaxy S10 Plus (8GB,128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint Smartphone - Prism White",,350000,
LG,"WING 5G, 6.8-Inch  8GB RAM 128GB ROM Android 10, (64MP + 13MP + 12MP) + 32MP  Nano SIM - Aurora Gray",,500000,
Samsung,Galaxy Buds Live Bluetooth True Wireless Earbud-Mystic Black,65000,55500,
Samsung,"GALAXY A3 CORE -5.3"" -16GB ROM/1GB RAM -8MP/5MP CAMERA -3000MAH -4G",,43829,
Samsung,"Galaxy A01 - 5.7-Inch (2GB RAM, 16GB ROM), (2MP + 13MP) Dual SIM 3,000 MAh Smartphone - Black",,55500,
Tecno,"POP 2F (B1G) 5.5"" Android 8.1, 16GB ROM + 1GB RAM, 8+5MP Beauty Camera, Fingerprint, Face ID, 2400mAh - Champagne Gold",36000,30000,
Oneplus,Nord  N100  4GB RAM + 64GB ROM -13MP + 2MP + 2MP + 8MP - Android 10 - Midnight Frost,100000,85000,
Oneplus,"Nord CE Dual Sim - 12GB RAM, 256GB - 5G - Blue Void",270000,250000,
MARAPHONE,"X - 5.5 Inch HD+(1GB RAM+16GB ROM), (5mp + 13mp)",35000,29000,
Apple,"IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 16GB ROM)IOS 1.2 8MP+7MP Smartphone–Silver",199976,69900,
Tecno,"POP 2 Plus ( BA2) -5.9"", Android 8.1,(16GB ROM+1GB RAM),8MP+5MP Camera With Flash, Battery 5000mAh- Midnight Black",50000,44000,
XIAOMI,"Redmi 9A, 6.53-Inch 2GB RAM, 32GB ROM Android 10 13MP + 5MP  4G Dual SIM - Granite Gray",,48000,
Samsung,"Galaxy Note20 Ultra - 6.9"" (12GB RAM, 256GB ROM) 108MP/12MP/12MP + 20MP - Dual SIM - 4G LTE - 4500mAh - Mystic White",660000,540000,
Vivo,"Y51 - 6.58"" (8GB RAM, 128GB ROM) Android 11 (48+8+2)MP + 16MP Wide Angle Selfie - 5000mAh - Dual Sim - Crystal Symphony",150000,125000,
Samsung,Galaxy S21 Plus Dual SIM - 256GB ROM - 8GB RAM - 5G - Phantom Violet,,576998,
Blackview,"BV5100 Rugged Phone, 4GB+128GB, 5.7 Inch Android 10 Smartphone - Green",123100,86170,
XIAOMI,"Redmi Note 9 -6.53"" (128GB ROM,4GB RAM) - 4G LTE - 48/8/2/2MP + 13MP Selfie - Dual Sim - 5020mah - Fingerprint - Grey",151000,119499,
Tecno,"Camon 17 - 6.6"" HD+ (4GB RAM, 128GB ROM) Android 11 - 48MP Triple Rear + 8MP Selfie - 5000mAh - 4G LTE - Deep Sea",120000,110400,
Samsung,Galaxy S9+ 6+128GB G965F S9 Plus Single Sim Android 8.0 Octa Core 6.2 Inch Quad HD+ 12+12MP Dual Camera - Gray,183999,174999,
Vivo,"Y91C, 6.22-Inch, 2GB RAM 32GB ROM Android 8.1 (13MP + 5MP) Dual SIM - Fusion Black",,52000,
Apple,IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Gold,400000,116900,
Tecno,"POP 2F ( B1F) -5.5""16GB ROM,1GB RAM, 8MP Front+5MP Back, Fingerprint, Face Unlock - Gold ",34000,29500,
Tecno,"POP4,   6"" FW+ IPS SCREEN-32GB ROM/2GB RAM-8MP/5MP CAMERA-5000MAH - ICE LAKE GREEN",48000,39800,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) (12MP + 12MP + 16MP)+(10MP+8MP) 4G Smartphone - Green",320000,239000,
Samsung,"Galaxy A32 - 6.4"", (6GB RAM+128GB ROM) Camera -(64+8+5+5MP)+20MP Selfie, Dual SIM, 5000mAh, 4G LTE - Awesome Black",150000,128900,
Lenovo,Global Version Lenovo S5 Pro Mobile Phone 6.2inch 6GB 64GB,376354,188177,
Huawei,"Nova 7i, 6.4-Inch 8GB RAM 128GB ROM Android 10 (48MP + 8MP + 2MP + 2MP) + 16MP Dual SIM - Sakura Pink",,130000,
Vivo,"Y20 6.51"" HD+ 4GB RAM, 64GB ROM, Front Camera 8MP, AI Triple Macro Camera 13/2/2 MP, 5000mAh - Nebula Blue",,84290,5.0
XIAOMI,"Redmi 9C, 6.53-Inch 3GB RAM, 64GB ROM Android 10 13MP + 2MP + 2MP) + 5MP  4G Dual SIM - Sunrise Orange",,64500,
Tecno,"POP4 , 6"" Screen 32GB ROM + 2GB RAM, 8MP/5MP Camera, Android Q (Go Edition), 5000mah - Ice Lake Green",42000,39800,
Samsung,"Galaxy A12 - 6.5"" (4GB RAM, 128GB ROM) Android 10 - 48MP Quad Camera + 8MP Selfie - 5000mAh, Fingerprint, 4G LTE - BLUE",,99854,
G-Tab,"Q2S 7-inch Kids Tablet - Android 10.0 Go Tablet PC With 16 GB Storage,Kids Mode Pre-Installed- Android Tablet (Blue)",55000,35500,
Doogee,"N20 Pro, 6GB+128GB, 6.3 Inch Android 10, 4G Smartphone - Purple",106650,76179,
Oneplus,"9 Pro Dual SIM - 12GB RAM, 256GB ROM - 5G - Morning Mist",769999,679999,
Oukitel,"Y4800 Smartphone 6G+128G Android 9.0 6.3"" Octa Core Mobile Phone ID Fingerprint 4000mAh Fast Charge 9V/2A",142000,99500,
Tecno,"Pop5 , 6.1""HD+Dot Notch Screen, Android 10(Go Edition),5MP Front ,5MP Daul Rear Camera, 4000mAh, Ice Blue",40000,36100,
Samsung,Galaxy S9 5.8'' Inch QHD ( 4GB + 64GB ROM ) 12MP+8MP -Purple,,135000,
Samsung,Galaxy Note 9 6.4 Inch Single Sim (6GB+128GB) Andriod 4G Smartphone - Blue,,170000,
Apple,IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Gold,189000,109000,
Oukitel,"U18 5.85"" 21:9 Full Display Cellphone Face ID MT6750T Octa Core Android 7.0 4GB RAM 64GB ROM 4000mAh 16MP Mobile Phone HWZ",149335,59734,
Oukitel,"K7 Power Mobile Phone Android 8.1 2G RAM 16G ROM MT6750T Octa Core 6.0"" HD+ 13.0MP+2.0MP 10000mAh Fingerprint Smartphone HWZ",162685,65074,
Nokia,Microsoft Lumia 950 XL Windows 10 Mobile Phone 4G LTE GSM 5.7'' 20MP Octa Core 3GB RAM 32GB ROM 3340mAh(Black),,141000,
Itel,"A16 Plus 5.0"" Screen Android 8.1, 1GB ROM + 8GB ROM, 5MP + 2MP, 2050mAh Dual SIM 3G -Gold",,21700,4.0
Itel,"A14 Plus Android 10, 4"" Screen, 16GB ROM,512MB RAM Smartphone - Sky Blue",25000,20500,
Doogee,S40 Pro Rugged Phone 4GB+64GB 4650mAh Battery  5.45 Inch Android 10 4G Smartphone - Orange,106260,65600,
Cool Pad,Coolpad Cool 1 Mobile Phone 5.5-Inch 1920 X 1080 Pixels FHD,190714,95357,
Nokia,"Lumia 535 Cellphones Quad Core Single Dual SIM Mobile Phone 5.0"" Touch Screen 5MP Camera 3G Window Phone(White)",,,
Itel,"A33 Android SmartPhone - 5.0"" Screen Display Size - 1GB RAM - 16GB Internal Storage - Fingerprint Sensor",,47000,
Nokia,"Lumia 535 Cellphones Quad Core Single Dual SIM Mobile Phone 5.0"" Touch Screen 5MP Camera 3G Window Phone(White)",27000,18900,
Samsung,Galaxy Tab A 8.0inch 2019 Single Sim 2gb Ram 32gb Rom Free Pouch & Screen Guide,,130000,
Tecno,"Spark 7 (KF6i) 6.5"" HD+, 64GB ROM + 3GB RAM, 500mAh, 16MP Dual Camera + 8MP Selfie,  4G, Fingerprint - Spruce Green",82000,61000,
Huawei,"Nova 7i, 6.4-Inch 8GB RAM 128GB ROM Android 10 (48MP + 8MP + 2MP + 2MP) + 16MP Dual SIM - Midnight Black",150000,130000,
Tecno,"POP4,  6"" Screen 32GB ROM + 2GB RAM, 8MP/5MP Camera, Android Q (Go Edition), 5000mah - Dawn Blue",56000,39500,
Itel,"S16, Android 10, 6.5"" Waterdrop Fullscreen, 8MP Al Triple Rear Camera, 16GB ROM+1GB ROM, 4000mAh,  Ice Crystal Blue",37000,36599,
Nokia,6.1 Plus Android Smartphone 4+32GB  5.8'' Mobile Phone,85000,,
Sony,"Xperia XZ Mobile Phone LTE 23MP 5.2"" 32GB 3GB Smartphone - Silver",49900,46990,
Nokia,Lumia 530 Cell Phone Windows OS Single Dual Sim Cards 4GB Storage 5.0MP Camera 4.0 Inch IPS Screen(Black),,,
Samsung,Galaxy S20 Ultra 6.9-Inch (12GB 128GB ROM) Android 10.0 (108MP + 48MP + 12MP + 0.3MP)+(40MP) Dual SIM 4G - Cosmic Grey,,495000,
AGM,"M5 Rugged Phone, 1GB+8GB 2500mAh Battery, 2.8 Inch Android 8.1 Smartphone - Black",69110,48380,
Oukitel,WP1 IP68 Waterproof Android 8.1 5.5''+ 18:9 Octa Core 4GB 64GB MTK6763 5000mAh Wireless Charging Tri-proof Mobile Phone HWZ,236778,94711,
Huawei,Honor 8 Lite 4GB 64GB Mobile Phone Andriod Core 5.2inch 1920*1080P Rear 12.0MP -Blue,96900,66900,5.0
Apple,Brand IPhone 6S 128GB 4.7 Inch IOS 9.0 Apple A9+M9 Dual Core 64bit Up To 1.8GHz Smartphone(Silver),153843,116260,
Apple,IPhone 7-4.7 Inch Smartphone  2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Matte Black,400000,92500,
Apple,IPhone 8 64GB 4.7 Inch IOS 11.0 12MP Camera Smartphone - Gold,335900,191940,
Tecno,"POP 5 (BD2p) 6.1"" HD+ Display, 2GB RAM + 32GB ROM, 4000mAh, Android 10, 5MP + 5MP Camera, Fingerprint & Face ID",,45000,
XIAOMI,Mi Redmi Note 7 Mobile Phone 6.3inich Display 6GB RAM,298474,149237,
Samsung,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM)  Dual SIM 4G Smartphone - Prism Green",,350000,
Infinix,"Hot 10 Lite (X657B) 6.6"" HD+, 2GB RAM + 32G RAM, Android 10, 13MP Triple Camera, 5000mAh, 4G, Fingerprint - Quetzal Cyan",68000,60500,
Samsung,"Galaxy S8 Plus - 6.2"" 4GB RAM + 64GB ROM - 12MP - Single SIM Smartphone - Silver",,240000,
XIAOMI,"Redmi 9C, 6.53-inch (3GB RAM, 64GB ROM) Android 10 - 13MP/2MP/2MP + 5MP Selfie - 4G Dual SIM - 5000mAh - Midnight Gray",75000,70000,
Tecno,"Spark7(KF6i),Octa Core, 6.5""HD+Dot Notch Screen, 64GBROM,3GB RAM, 8MP Front,16MP Dual Rear Camera, 5000mAh Magnet Black",60000,58599,
Oneplus,"9 Dual SIM - 12GB RAM, 256GB ROM - 5G - Winter Mist",689999,544999,
Generic,"TDD-10.1 Netbook PC, 10.1 Inch, 1GB+8GB, Android 5.1 ATM7059 Quad Core 1.6GHz, EU Plug(Black)",78764,55135,
Tecno,"Pop5(BD2p), 6.1""HD+Dot Notch Screen,2GBRAM 32GB, Android 10, 2G/3G,5MP Front5MP Daul Rear Camera, 4000mAh-Obsidian Black",45000,41299,
Nokia,"C10 - 6.5"" HD+ DISPLAY - 32GB ROM /1GB RAM-5MP/5MP CAMERA-3000MAH - LIGHT PURPLE",,38500,
Tecno,"Camon 17 (CG6) 6.6"" 90Hz HD+, 4GB RAM + 128GB ROM, 48MP Triple Rear + 8MP Selfie Camera, Android 11, 5000mAh - Deep Sea",98000,79800,5.0
XIAOMI,"Mi Redmi 3s-Golden, 2+16G, 5.0 Inch Screen, Dual Sim Card",,48990,
Nokia,2720 Cheapest Phone 2720 Fold Cell Phone Bluetooth Java,22000,14000,
Nokia,X6 Dual Rear Camera Face Unlock 5.8 In - White (white),367298,183649,
Apple,Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 128GB-Gold,186800,91500,
